UNIT,LECTURE #,Key Learning Objective,Question
EVOLUTION: 1.1,1,Carbon-based life,What property of carbon makes it the basis for life on Earth? A. Its ability to form long chains and complex structures B. Its high reactivity with water C. Its abundance in the Earth's crust D. Its ability to store energy
EVOLUTION: 1.1,1,Precells,What characteristic did precells possess that allowed them to be considered precursors to modern cells? A. They contained DNA B. They had a membrane-like structure C. They could produce energy through respiration D. They could reproduce through binary fission
EVOLUTION: 1.1,1,Precells,"What term is used to describe the early, simple cell-like structures that eventually gave rise to the first living cells? A. Protocells B. Eukaryotes C. Archaea D. Precells"
EVOLUTION: 1.1,1,What happens when a star dies?,What astronomical event occurs when a massive star collapses under its own gravity and explodes? A. Solar flare B. Supernova C. Pulsar D. Gamma-ray burst
EVOLUTION: 1.1,1,What happens when a star dies?,What is the final stage of a low-mass star's life cycle? A. Black hole B. Neutron star C. Red giant D. White dwarf
EVOLUTION: 1.1,1,Basic elements & basic organic compounds,Which organic compound is primarily used by living organisms for energy storage? A. Carbohydrates B. Lipids C. Proteins D. Nucleic acids
EVOLUTION: 1.1,1,Basic elements & basic organic compounds,What basic element is essential for the formation of proteins and is found in the amino group of amino acids? A. Carbon B. Hydrogen C. Nitrogen D. Oxygen
EVOLUTION: 1.1,1,Stanley Miller’s experiment,"In Stanley Miller's experiment, which gases were used to simulate Earth's early atmosphere? A. Oxygen, nitrogen, and argon B. Methane, ammonia, hydrogen, and water vapor C. Carbon dioxide, methane, and water vapor D. Nitrogen, hydrogen, and helium"
EVOLUTION: 1.1,1,Stanley Miller’s experiment,Which two scientists are primarily associated with the famous experiment simulating early Earth conditions to investigate the origin of life? A. Charles Darwin and Gregor Mendel B. Stanley Miller and Harold Urey C. James Watson and Francis Crick D. Carl Sagan and Edwin Hubble
EVOLUTION: 1.1,1,Stanley Miller’s experiment,What was the main goal of Stanley Miller's experiment in 1952? A. To prove the existence of extraterrestrial life B. To demonstrate the natural synthesis of organic compounds from simple inorganic substances C. To analyze the composition of Earth's early atmosphere D. To recreate the conditions of the first ice age
EVOLUTION: 1.1,1,Earth's celestial origins,Which celestial body is believed to have played a significant role in the formation of the Moon? A. Mars B. Theia C. Saturn D. An asteroid
EVOLUTION: 1.1,1,Earth's celestial origins,What is the primary source of Earth's building materials? A. The solar wind B. The remnants of a supernova explosion C. Comets and meteorites D. Material from the protoplanetary disk
EVOLUTION: 1.1,1,Earth's celestial origins,"What is the name of the astronomical process that led to the formation of the solar system, including Earth? A. Big Bang B. Stellar nucleosynthesis C. Supernova explosion D. Nebular hypothesis"
EVOLUTION: 1.1,1,Star types,Which type of star is characterized by having a small size and low mass but a high density? A. Red giant B. Neutron star C. White dwarf D. Supergiant
EVOLUTION: 1.1,1,Star types,Which type of star is the Sun? A. Red dwarf B. Yellow dwarf C. Blue giant D. White dwarf
EVOLUTION: 1.1,1,Star types,Which type of star is the most massive and has the shortest lifespan? A. Red dwarf B. Yellow dwarf C. Blue giant D. White dwarf
EVOLUTION: 1.1,1,The RNA world hypothesis,"Briefly explain the importance of the ""RNA world"" hypothesis in the context of the early evolution of molecular components of cells."
EVOLUTION: 1.1,1,The RNA world hypothesis,"The ""RNA world"" hypothesis suggests that RNA molecules were the first: a) Genetic material and catalysts b) Structural components of cells c) Energy storage molecules d) Membrane-forming molecules"
EVOLUTION: 1.1,1,How RNA and DNA differ,
EVOLUTION: 1.1,1,Complex biomolecule(s) capable of replication,
EVOLUTION: 1.1,1,Membrane enclosure ,What is the primary component of a cell membrane? A. Proteins B. Carbohydrates C. Lipids D. Nucleic acids
EVOLUTION: 1.1,1,Membrane enclosure ,What term describes the selective transport of molecules across a cell membrane? A. Osmosis B. Diffusion C. Active transport D. Semi-permeability
EVOLUTION: 1.1,1,Membrane enclosure ,What function does a cell membrane serve in living organisms? A. DNA replication B. Protein synthesis C. Separating the internal cell contents from the external environment D. Energy production
EVOLUTION: 1.2,2,Exoplanet Discovery,Which method of exoplanet discovery relies on the observation of a star's slight wobble due to the gravitational pull of an orbiting planet? A. Transit method B. Radial velocity method C. Direct imaging D. Gravitational microlensing
EVOLUTION: 1.2,2,Exoplanet Discovery,What was the first confirmed exoplanet discovered around a sun-like star in 1995? A. Gliese 581 c B. Kepler-22b C. 51 Pegasi b D. Proxima Centauri b
EVOLUTION: 1.2,2,Exoplanet Discovery,What is an exoplanet? A. A planet orbiting a star outside of our solar system B. A planet that is no longer considered part of our solar system C. A moon orbiting a planet in another solar system D. An asteroid orbiting a star outside of our solar system
EVOLUTION: 1.2,2,"Why do we look up? feat. Hubble, Kepler, TESS, JWST",
EVOLUTION: 1.2,2,Life on Mars,Which of the following features on Mars suggests the possibility of past liquid water on its surface? A. Volcanic activity B. Ice caps C. Valleys and dried riverbeds D. Sand dunes
EVOLUTION: 1.2,2,Life on Mars,What is the primary mission of NASA's Perseverance rover on Mars? A. To search for signs of past microbial life B. To study the Martian atmosphere C. To map the surface of Mars D. To prepare for future human missions to Mars
EVOLUTION: 1.2,2,Life on Mars,What key ingredient necessary for life has been detected in the Martian atmosphere? A. Oxygen B. Nitrogen C. Methane D. Carbon dioxide
EVOLUTION: 1.2,2,Biological Hierarchy,"What is the correct order of the biological hierarchy, from smallest to largest? A. Cell, tissue, organ, organ system, organism, population, community, ecosystem, biosphere B. Organism, population, community, ecosystem, biosphere, cell, tissue, organ, organ system C. Biosphere, ecosystem, community, population, organism, organ system, organ, tissue, cell D. Tissue, cell, organ, organ system, organism, population, community, ecosystem, biosphere"
EVOLUTION: 1.2,2,Biological Hierarchy,"In the biological hierarchy, what is the term for a group of organisms of the same species living in a particular area? A. Community B. Ecosystem C. Population D. Organism"
EVOLUTION: 1.2,2,Biological Hierarchy,At which level of the biological hierarchy do living organisms interact with both biotic and abiotic components of their environment? A. Community B. Ecosystem C. Population D. Organism
EVOLUTION: 1.2,2,Quantum,"At the quantum level, what branch of physics describes the fundamental particles and forces that make up the universe? A. Classical mechanics B. Relativity C. Thermodynamics D. Quantum mechanics"
EVOLUTION: 1.2,2,Atomic,"What fundamental particles make up the atomic nucleus? A. Electrons and protons B. Electrons and neutrons C. Protons and neutrons D. Protons, neutrons, and electrons"
EVOLUTION: 1.2,2,Molecular,What is the primary component of a molecule? A. Cells B. Atoms C. Electrons D. Protons
EVOLUTION: 1.2,2,Cellular,What are the two main types of cells based on the presence or absence of a nucleus? A. Prokaryotic and eukaryotic B. Plant and animal C. Bacterial and fungal D. Autotrophic and heterotrophic
EVOLUTION: 1.2,2,Cellular,What is the fundamental unit of life? A. Atom B. Molecule C. Cell D. Organ
EVOLUTION: 1.2,2,Tissue,Which level of the biological hierarchy involves groups of similar cells working together to perform a specific function? A. Cellular level B. Tissue level C. Organ level D. Organ system level
EVOLUTION: 1.2,2,Organ,Which level of the biological hierarchy includes structures composed of multiple tissue types working together to perform a particular function? A. Cellular level B. Tissue level C. Organ level D. Organ system level
EVOLUTION: 1.2,2,Organ system,At which level of the biological hierarchy do groups of organs work together to carry out essential functions in an organism? A. Tissue level B. Organ level C. Organ system level D. Organism level
EVOLUTION: 1.2,2,Organism,"What is the term for a living entity composed of cells, tissues, organs, and organ systems? A. Organism B. Population C. Community D. Ecosystem"
EVOLUTION: 1.2,2,Population,Which level of the biological hierarchy involves groups of individuals of the same species living and interacting within a specific area? A. Organism level B. Population level C. Ecological community level D. Biosphere level
EVOLUTION: 1.2,2,Ecological Community,Which level of the biological hierarchy consists of a group of populations of different species that live and interact within a specific area? A. Organism level B. Population level C. Ecological community level D. Biosphere level
EVOLUTION: 1.2,2,Terrain,What term describes the physical features of a landscape that influence the distribution and interactions of organisms in ecological communities? A. Population B. Terrain C. Habitat D. Ecosystem
EVOLUTION: 1.2,2,Biosphere,Which level of the biological hierarchy encompasses all living organisms on Earth and their interactions with the physical environment? A. Ecological community level B. Terrain level C. Biosphere level D. Terrestrial level
EVOLUTION: 1.2,2,Terrestrial,"In the context of the Earth, what does the terrestrial level refer to? A. Earth's geology B. Earth's atmosphere C. Earth as a whole, including its atmosphere, hydrosphere, geosphere, and biosphere D. Earth's position within the solar system"
EVOLUTION: 1.2,2,Cosmological,"What is the focus of the cosmological level of the biological hierarchy? A. The study of cells and cellular processes B. The interactions between organisms and their environment C. The structure and evolution of the universe, including galaxies and galaxy clusters D. The study of the Earth's atmosphere"
EVOLUTION: 1.2,2,Universal,
EVOLUTION: 1.2,2,Superorganism,
EVOLUTION: 1.2,2,Interconnection,
EVOLUTION: 1.2,2,Energy Flows,What is the primary source of energy for photosynthetic organisms? A. Organic molecules B. The Sun C. Minerals D. Other organisms
EVOLUTION: 1.2,2,Energy Flows,Which process involves the continuous flow of energy in living systems to maintain their organization and perform biological processes? A. Entropy production B. Energy flow C. Heredity D. Metabolism
EVOLUTION: 1.2,2,Self-contained chemical systems,What is the primary purpose of a membrane in living systems? A. To store energy B. To separate the internal environment from the external environment C. To transmit genetic information D. To promote growth and development
EVOLUTION: 1.2,2,Major Properties of Living Systems,Which property of living systems allows them to maintain a stable internal environment? A. Homeostasis B. Metabolism C. Reproduction D. Adaptation
EVOLUTION: 1.2,2,Major Properties of Living Systems,What term describes the ability of living systems to produce offspring and pass on genetic information to the next generation? A. Growth B. Metabolism C. Reproduction D. Adaptation
EVOLUTION: 1.2,2,Major Properties of Living Systems,Which property of living systems allows them to respond to changes in their environment and maintain their functionality? A. Homeostasis B. Adaptation C. Reproduction D. Metabolism
EVOLUTION: 1.2,2,Major Properties of Living Systems,The ability of living systems to evolve over time through natural selection is due to which property? A. Metabolism B. Homeostasis C. Heredity D. Adaptation
EVOLUTION: 1.2,2,Major Properties of Living Systems,"Which property of living systems involves an increase in size, mass, or number of cells? A. Growth B. Metabolism C. Reproduction D. Homeostasis"
EVOLUTION: 1.2,2,Major Properties of Living Systems,Explain the role of homeostasis in living systems and provide an example of how it helps organisms maintain a stable internal environment.
EVOLUTION: 1.2,2,Major Properties of Living Systems,Describe the process of adaptation in living systems and discuss how it contributes to the survival and success of organisms in their environments.
EVOLUTION: 1.2,2,Moves or Converts energy (Metabolism),Which aspect of living systems involves the sum of all chemical reactions occurring within the system? A. Energy flow B. Metabolism C. Growth and development D. Heredity
EVOLUTION: 1.2,2,Moves or Converts energy (Metabolism),What process involves the breaking down of molecules in living systems? A. Anabolism B. Catabolism C. Photosynthesis D. Cellular respiration
EVOLUTION: 1.2,2,Moves or Converts energy (Metabolism),Which two categories make up metabolism in living systems? A. Photosynthesis and cellular respiration B. Anabolism and catabolism C. Growth and development D. Entropy production and energy flow
EVOLUTION: 1.2,2,Growth and Development,Which term refers to the changes in form and function that occur as organisms mature? A. Growth B. Development C. Metabolism D. Heredity
EVOLUTION: 1.2,2,Growth and Development,What do living systems exhibit as they progress through their life cycles? A. Entropy production B. Energy flow C. Growth and development D. Metabolism
EVOLUTION: 1.2,2,Maximum Entropy Production Principle,"In living systems, the principle that explains the efficiency and organization of biological processes is the: A. Principle of Energy Flow B. Maximum Entropy Production Principle C. Principle of Growth and Development D. Principle of Heredity"
EVOLUTION: 1.2,2,Maximum Entropy Production Principle,"According to the Maximum Entropy Production Principle, living systems evolve to: A. Minimize the rate of energy dissipation B. Maximize the rate of energy dissipation C. Maintain a constant rate of energy dissipation D. Reduce the rate of entropy production"
EVOLUTION: 1.2,2,Heredity,What is the primary function of hereditary information in living systems? A. To regulate cellular processes B. To provide energy for metabolic reactions C. To maintain the internal environment D. To ensure the continuity of life and the transmission of traits
EVOLUTION: 1.2,2,Heredity,Which molecule contains hereditary information in living systems? A. Proteins B. Lipids C. Carbohydrates D. DNA or RNA
EVOLUTION: 1.2,2,Homeostasis,Living systems do not violate the second law of thermodynamics because... a. They accumulate energy b. The law is inviolate c. They are not closed d. All of the above
EVOLUTION: 1.2,2,Homeostasis,What is homeostasis in the context of living organisms? a. The process of evolution leading to increased complexity and adaptation. b. The maintenance of a relatively stable internal environment despite changes in external conditions. c. The exchange of energy and matter between living organisms and their environment. d. The inevitable increase in entropy within an isolated system.
EVOLUTION: 1.2,2,Homeostasis,Which of the following is a key mechanism that living organisms use to maintain homeostasis? a. Constantly increasing their internal entropy. b. Exporting entropy to their surroundings. c. Avoiding the second law of thermodynamics. d. Utilizing energy gradients to reverse entropy.
EVOLUTION: 1.2,2,Homeostasis,"How do living organisms maintain homeostasis while adhering to the second law of thermodynamics? a. By being closed systems that do not interact with their environment. b. By evolving to a state of maximum entropy. c. By being open systems that exchange energy and matter with their surroundings, and exporting entropy. d. By forming dissipative structures that decrease the overall entropy of the universe."
EVOLUTION: 1.2,2,Homeostasis,"According to the Maximum Entropy Production Principle, natural selection favors systems that: a. Decrease entropy production. b. Increase energy dissipation efficiency and entropy production. c. Maintain a constant level of entropy production. d. Exist in a state of thermodynamic equilibrium."
EVOLUTION: 1.2,2,Homeostasis,Explain the concept of dissipative structures in the context of living systems and homeostasis. How do these structures help organisms maintain their organization and contribute to the overall entropy of the universe?
EVOLUTION: 1.2,2,Homeostasis,"Describe the relationship between homeostasis, entropy, and the second law of thermodynamics in living organisms. How do organisms maintain their internal order and complexity while still adhering to this fundamental principle?"
EVOLUTION: 1.2,2,Reproduction,Which type of reproduction involves the exchange and combination of genetic material from two parent organisms? A. Asexual reproduction B. Sexual reproduction C. Binary fission D. Fragmentation
EVOLUTION: 1.2,2,Reproduction,What is the primary purpose of reproduction in living systems? A. To maintain homeostasis B. To ensure the continuity of life and perpetuation of species C. To respond to environmental stimuli D. To increase metabolic efficiency
EVOLUTION: 1.2,2,Reproduction,In which type of reproduction do offspring inherit their genetic material from a single parent without the exchange of genetic material? A. Asexual reproduction B. Sexual reproduction C. Fertilization D. Pollination
EVOLUTION: 1.2,2,Response to Stimuli,What term describes the ability of living systems to sense and respond to changes in their environment? A. Homeostasis B. Reproduction C. Response to stimuli D. Organization
EVOLUTION: 1.2,2,Response to Stimuli,Which of the following is NOT a type of stimulus that living systems can respond to? A. Light B. Temperature C. Gravity D. Time
EVOLUTION: 1.2,2,Response to Stimuli,What do organisms use to respond to various types of stimuli? A. Specialized sensory organs and cellular mechanisms B. Reproductive organs C. Metabolic pathways D. Atomic structures
EVOLUTION: 1.2,2,Organization (within a biological hierarchy),Which characteristic of living systems allows for the emergence of properties and functions that are not present at lower levels of the biological hierarchy? A. Reproduction B. Response to stimuli C. Organization D. Metabolism
EVOLUTION: 1.2,2,Organization (within a biological hierarchy),What is the highest level of organization in the biological hierarchy? A. Organism level B. Population level C. Ecosystem level D. Biosphere level
EVOLUTION: 1.2,2,Organization (within a biological hierarchy),Which level of the biological hierarchy involves structures composed of multiple tissue types working together to perform a particular function? A. Cellular level B. Tissue level C. Organ level D. Organ system level
EVOLUTION: 1.2,2,Physical Properties of Na+ and Cl-,What is the primary role of Na+ and Cl- ions in living organisms? A. DNA replication B. Protein synthesis C. Cellular respiration D. Maintaining cellular homeostasis
EVOLUTION: 1.2,2,Physical Properties of Na+ and Cl-,The presence of Na+ and Cl- ions in the Earth's oceans played a role in the: A. Formation of the ozone layer B. Evolution of early life forms C. Development of land plants D. Cambrian Explosion
EVOLUTION: 1.2,2,Emergence across Hierarchies,"What is the concept of emergence in the context of complex systems? a. The isolation of individual components within a system. b. The properties or behaviors that arise from the interactions of simpler components, which cannot be predicted or explained solely by understanding the individual components. c. The phenomenon where complex systems break down into simpler components. d. The decrease in complexity and interconnectivity within a system."
EVOLUTION: 1.2,2,Emergence across Hierarchies,"Which of the following is an example of an emergent property in biology? a. The atomic structure of carbon. b. The individual behavior of a single ant. c. The flocking behavior of birds, which arises from the collective interactions of individual birds. d. The function of a single enzyme within a metabolic pathway."
EVOLUTION: 1.2,2,Emergence across Hierarchies,"In the context of ecology, which of the following can be considered an emergent property? a. The chemical properties of water. b. The behavior of a single predator hunting its prey. c. The structure of a single plant cell. d. The stability and resilience of an ecosystem resulting from the complex interactions between species and their environment."
EVOLUTION: 1.2,2,Emergence across Hierarchies,What is the relationship between emergence and the Gaia Theory? a. The Gaia Theory proposes that emergence does not occur in complex systems. b. The Gaia Theory suggests that the Earth's habitability is an emergent property arising from the coordinated interactions between living organisms and their physical environment. c. The Gaia Theory states that emergence only occurs at the molecular level. d. The Gaia Theory denies the existence of emergent properties in the Earth's biosphere.
EVOLUTION: 1.2,2,Emergence across Hierarchies,"Explain the concept of emergence in the context of biological systems, and provide two examples of emergent properties in biology. How do these properties arise from the interactions of simpler components within the system?"
EVOLUTION: 1.2,2,Emergence across Hierarchies,Describe the connection between emergence and the Gaia Theory. How does the Gaia Theory demonstrate the concept of emergence on a celestial scale through the Earth's biosphere?
EVOLUTION: 1.2,2,Consciousness,
EVOLUTION: 1.2,2,Viruses,How do viruses reproduce? A. Binary fission B. Budding C. By infecting host cells and using their machinery D. Sporulation
EVOLUTION: 1.2,2,Viruses,"What is the main structural component of a virus's outer shell, called the capsid? A. Nucleic acids B. Carbohydrates C. Lipids D. Proteins"
EVOLUTION: 1.2,2,Types of viruses,Bacteriophages are viruses that specifically infect: A. Animals B. Plants C. Fungi D. Bacteria
EVOLUTION: 1.2,2,Types of viruses,Which of the following is a characteristic of a retrovirus? A. It replicates using a DNA intermediate B. It lacks an outer envelope C. It only infects bacteria D. It has a double-stranded DNA genome
EVOLUTION: 1.2,2,Covid-19,What virus is responsible for the Covid-19 pandemic? A. Influenza A virus B. SARS-CoV C. SARS-CoV-2 D. MERS-CoV
EVOLUTION: 1.2,2,Covid-19,Which family of viruses does the SARS-CoV-2 virus belong to? A. Picornaviridae B. Flaviviridae C. Retroviridae D. Coronaviridae
EVOLUTION: 1.2,2,Covid-19,What is the primary mode of transmission for the Covid-19 virus? A. Airborne respiratory droplets B. Ingestion of contaminated food C. Contact with infected surfaces D. Insect bites
EVOLUTION: 1.2,2,Are viruses alive?,What is the primary reason for the debate about whether viruses are alive or not? A. Their size B. Their ability to mutate C. Their reliance on host cells for replication D. Their rapid evolution
EVOLUTION: 1.2,2,Are viruses alive?,Which characteristic of life do viruses lack? A. Reproduction B. Genetic material C. Cellular structure D. Metabolism
EVOLUTION: 1.3,3,Early life on earth,Around how many years ago did life first appear on Earth? A. 1 billion years ago B. 2.5 billion years ago C. 3.5 billion years ago D. 4.5 billion years ago
EVOLUTION: 1.3,3,Early life on earth,What is the name of the first life forms on Earth that produced oxygen through photosynthesis? A. Cyanobacteria B. Algae C. Protozoa D. Fungi
EVOLUTION: 1.3,3,The early atmosphere,What significant event changed the composition of Earth's atmosphere around 2.4 billion years ago? A. The Great Oxidation Event B. The Iron Catastrophe C. The collision with Theia D. The Cryogenian period
EVOLUTION: 1.3,3,The early atmosphere,"Which gases were most likely predominant in Earth's early atmosphere? A. Oxygen and nitrogen B. Methane, ammonia, and hydrogen C. Carbon dioxide and water vapor D. Helium and neon"
EVOLUTION: 1.3,3,Carbon dating,The method of carbon dating relies on the radioactive decay of which isotope? A. Carbon-12 B. Carbon-13 C. Carbon-14 D. Carbon-15
EVOLUTION: 1.3,3,Carbon dating,Carbon dating is primarily used to determine the age of: A. Rocks and minerals B. Organic materials and fossils C. Meteorites and lunar samples D. Ice cores
EVOLUTION: 1.3,3,anaerobic bacterial photosynthesis,Anaerobic bacterial photosynthesis likely played a significant role in early Earth's ecosystems before the rise of which organisms? A. Purple and green sulfur bacteria B. Cyanobacteria C. Eukaryotes D. Archaea
EVOLUTION: 1.3,3,anaerobic bacterial photosynthesis,Anaerobic bacterial photosynthesis does NOT produce which of the following as a byproduct? A. Oxygen B. Glucose C. Sulfur compounds D. Water
EVOLUTION: 1.3,3,Archaea,What can the study of archaea provide valuable insights into? A. The early evolution of life on Earth B. The process of photosynthesis C. The formation of Earth's atmosphere D. The development of multicellular organisms
EVOLUTION: 1.3,3,Archaea,Which of the following environments is NOT typically associated with archaea? A. High temperatures B. High salinity C. High acidity D. Temperate forests
EVOLUTION: 1.3,3,Prokaryotes,"The simplest bacteria contain: a. Chlorophyll b. Less than 500 genes c. No DNA, but RNA as genetic material d. Thousands of genes "
EVOLUTION: 1.3,3,Photosynthetic Prokaryotes,Ancient photosynthetic prokaryotes were very important in the history of life because they... a. were probably the first things alive b. produced oxygen in the atmosphere c. were the first multicellular organisms d. showed that life could evolve around deep-sea vents
EVOLUTION: 1.3,3,ATP,The evolution of ATP as an energy carrier has been essential for the development of: A. Cellular processes and life diversification B. The Earth's atmosphere C. Land plants D. The formation of the ozone layer
EVOLUTION: 1.3,3,ATP,What is the primary function of ATP in living organisms? A. Storing genetic information B. Catalyzing biochemical reactions C. Storing and transporting chemical energy D. Providing structural support for cells
EVOLUTION: 1.3,3,Photosynthesis and Oxygen,"The accumulation of oxygen in Earth's atmosphere led to the development of the ozone layer, which protects life from: A. Cosmic radiation B. Infrared radiation C. Ultraviolet radiation D. X-ray radiation"
EVOLUTION: 1.3,3,Photosynthesis and Oxygen,Which organisms were primarily responsible for increasing oxygen levels in Earth's early atmosphere? A. Plants B. Algae C. Cyanobacteria D. Archaea
EVOLUTION: 1.3,3,Iron Oxidation,What caused the precipitation of iron oxide minerals and the formation of banded iron formations in the early Earth's oceans? A. Dissolved iron reacting with oxygen produced by photosynthetic  B. The cooling of the Earth's crust C. The evaporation of seawater D. Meteorite impactsorganisms
EVOLUTION: 1.3,3,Iron Oxidation,"The Great Oxygenation Event, which significantly changed Earth's atmosphere, was partly a result of: A. Iron oxidation events B. Plate tectonics C. Volcanic eruptions D. Meteorite impacts"
EVOLUTION: 1.3,3,Early evolution on Earth,The first organisms on Earth were likely: A. Aerobic prokaryotes B. Anaerobic prokaryotes C. Aerobic eukaryotes D. Anaerobic eukaryotes
